filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes,text
train/000190.jpg,358251,{},356,1,"{""name"":""rect"",""x"":168,""y"":235,""width"":343,""height"":62}","{""name"":""INVOICE_ISSUER""}",G@ntinental:s.
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":175,""y"":401,""width"":81,""height"":13}","{""name"":""others""}",Continantal
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":262,""y"":401,""width"":80,""height"":13}","{""name"":""others""}",Automotive
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":348,""y"":401,""width"":81,""height"":16}","{""name"":""others""}",Changchun
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":435,""y"":401,""width"":28,""height"":15}","{""name"":""others""}","Ca.,"
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":469,""y"":401,""width"":25,""height"":13}","{""name"":""others""}",Ltd.
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":176,""y"":433,""width"":38,""height"":15}","{""name"":""others""}","1881,"
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":220,""y"":433,""width"":52,""height"":13}","{""name"":""others""}",Wuhan
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":276,""y"":433,""width"":55,""height"":13}","{""name"":""others""}",Avenue
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":336,""y"":433,""width"":86,""height"":16}","{""name"":""others""}","Changchun,"
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":428,""y"":433,""width"":28,""height"":13}","{""name"":""others""}",Jitin
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":462,""y"":433,""width"":65,""height"":15}","{""name"":""others""}","Province,"
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":533,""y"":433,""width"":73,""height"":14}","{""name"":""others""}",P.R.China
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":611,""y"":433,""width"":53,""height"":13}","{""name"":""others""}",130033
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":186,""y"":518,""width"":69,""height"":26}","{""name"":""others""}",Billing
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":262,""y"":518,""width"":104,""height"":21}","{""name"":""others""}",Address:
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":186,""y"":550,""width"":52,""height"":21}","{""name"":""others""}",Ford
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":249,""y"":550,""width"":54,""height"":21}","{""name"":""others""}",India
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":313,""y"":550,""width"":81,""height"":21}","{""name"":""others""}",Private
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":404,""y"":550,""width"":83,""height"":21}","{""name"":""others""}",Limited
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":186,""y"":581,""width"":73,""height"":21}","{""name"":""others""}",FORD
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":270,""y"":581,""width"":68,""height"":21}","{""name"":""others""}",INDIA
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":348,""y"":582,""width"":50,""height"":20}","{""name"":""others""}",PVT
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":407,""y"":582,""width"":143,""height"":25}","{""name"":""others""}",LTD(PLANT
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":559,""y"":581,""width"":162,""height"":22}","{""name"":""others""}",CODE:1055R
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":185,""y"":613,""width"":105,""height"":21}","{""name"":""others""}",Revenue
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":299,""y"":613,""width"":81,""height"":26}","{""name"":""others""}",Survey
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":389,""y"":613,""width"":51,""height"":21}","{""name"":""others""}",No.1
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":183,""y"":645,""width"":79,""height"":26}","{""name"":""others""}",Village
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":272,""y"":645,""width"":157,""height"":26}","{""name"":""others""}",NorthKotpura
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":184,""y"":677,""width"":80,""height"":20}","{""name"":""others""}",Taluka
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":271,""y"":687,""width"":16,""height"":4}","{""name"":""others""}",—
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":295,""y"":677,""width"":100,""height"":20}","{""name"":""others""}",Sanand-
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":404,""y"":677,""width"":42,""height"":20}","{""name"":""others""}",382
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":457,""y"":677,""width"":46,""height"":24}","{""name"":""others""}","170,"
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":184,""y"":709,""width"":87,""height"":20}","{""name"":""others""}",603204
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":279,""y"":709,""width"":175,""height"":24}","{""name"":""others""}","AHMEDABAD,"
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":465,""y"":709,""width"":123,""height"":21}","{""name"":""others""}",GUJARAT
train/000190.jpg,358251,{},356,4,"{""name"":""rect"",""x"":906,""y"":383,""width"":90,""height"":21}","{""name"":""INVOICE_DATE_KEY""}",invoice
train/000190.jpg,358251,{},356,4,"{""name"":""rect"",""x"":1005,""y"":383,""width"":57,""height"":24}","{""name"":""INVOICE_DATE_KEY""}",Date
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":905,""y"":557,""width"":36,""height"":21}","{""name"":""others""}",Zhi
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":949,""y"":557,""width"":69,""height"":26}","{""name"":""others""}",Wang
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":905,""y"":661,""width"":66,""height"":21}","{""name"":""others""}",Truck
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":905,""y"":696,""width"":75,""height"":21}","{""name"":""others""}",Gross
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":989,""y"":696,""width"":84,""height"":26}","{""name"":""others""}",weight
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":906,""y"":732,""width"":42,""height"":21}","{""name"":""others""}",Net
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":955,""y"":731,""width"":84,""height"":27}","{""name"":""others""}",weight
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":302,""y"":806,""width"":544,""height"":4}","{""name"":""others""}", 
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":178,""y"":817,""width"":47,""height"":37}","{""name"":""others""}",‘Ship
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":224,""y"":817,""width"":38,""height"":37}","{""name"":""others""}",to:
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":184,""y"":852,""width"":42,""height"":17}","{""name"":""others""}",Ford
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":235,""y"":852,""width"":44,""height"":17}","{""name"":""others""}",India
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":287,""y"":852,""width"":66,""height"":18}","{""name"":""others""}",Private
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":361,""y"":852,""width"":67,""height"":18}","{""name"":""others""}",Limited
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":184,""y"":883,""width"":59,""height"":17}","{""name"":""others""}",FORD
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":252,""y"":883,""width"":55,""height"":17}","{""name"":""others""}",INDIA
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":315,""y"":883,""width"":41,""height"":16}","{""name"":""others""}",PVT
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":364,""y"":883,""width"":116,""height"":20}","{""name"":""others""}",LTD(PLANT
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":486,""y"":882,""width"":129,""height"":18}","{""name"":""others""}",CODE:1055R
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":183,""y"":913,""width"":64,""height"":17}","{""name"":""others""}",Taluka
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":253,""y"":922,""width"":13,""height"":4}","{""name"":""others""}",—
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":273,""y"":913,""width"":80,""height"":18}","{""name"":""others""}",Sanand-
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":360,""y"":913,""width"":34,""height"":18}","{""name"":""others""}",382
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":403,""y"":913,""width"":38,""height"":20}","{""name"":""others""}","170,"
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":183,""y"":943,""width"":71,""height"":18}","{""name"":""others""}",603204
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":260,""y"":943,""width"":141,""height"":20}","{""name"":""others""}","AHMEDABAD,"
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":410,""y"":943,""width"":31,""height"":18}","{""name"":""others""}","GU,"
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":184,""y"":973,""width"":56,""height"":18}","{""name"":""others""}",INDIA
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":167,""y"":996,""width"":695,""height"":44}","{""name"":""others""}", 
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":905,""y"":802,""width"":125,""height"":21}","{""name"":""others""}",Incoterms
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":443,""y"":943,""width"":67,""height"":17}","{""name"":""others""}",JARAT
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":155,""y"":1094,""width"":42,""height"":18}","{""name"":""others""}",DHL
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":205,""y"":1094,""width"":62,""height"":19}","{""name"":""others""}",Global
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":273,""y"":1094,""width"":108,""height"":22}","{""name"":""others""}",Forwarding
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":388,""y"":1094,""width"":67,""height"":22}","{""name"":""others""}",(China)
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":464,""y"":1094,""width"":36,""height"":20}","{""name"":""others""}","Co.,"
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":509,""y"":1094,""width"":30,""height"":18}","{""name"":""others""}",Ltd
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":155,""y"":1126,""width"":48,""height"":17}","{""name"":""others""}",24FL
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":210,""y"":1126,""width"":69,""height"":17}","{""name"":""others""}",No.268
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":286,""y"":1125,""width"":55,""height"":18}","{""name"":""others""}",South
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":348,""y"":1126,""width"":95,""height"":21}","{""name"":""others""}",Zhongsha
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":155,""y"":1157,""width"":92,""height"":22}","{""name"":""others""}",Shanghai
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":252,""y"":1158,""width"":77,""height"":19}","{""name"":""others""}","200010,"
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":337,""y"":1157,""width"":54,""height"":18}","{""name"":""others""}",China
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":444,""y"":1130,""width"":11,""height"":13}","{""name"":""others""}",in
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":463,""y"":1126,""width"":51,""height"":17}","{""name"":""others""}",Road
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":156,""y"":1189,""width"":58,""height"":18}","{""name"":""others""}",Oscar
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":219,""y"":1189,""width"":26,""height"":18}","{""name"":""others""}",He
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":264,""y"":1189,""width"":62,""height"":18}","{""name"":""others""}",Phone
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":333,""y"":1189,""width"":58,""height"":18}","{""name"":""others""}",direct:
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":399,""y"":1189,""width"":130,""height"":18}","{""name"":""others""}",02120614944
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":155,""y"":1225,""width"":55,""height"":14}","{""name"":""others""}",oscar.
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":214,""y"":1221,""width"":120,""height"":23}","{""name"":""others""}",he@dhi.com
train/000190.jpg,358251,{},356,8,"{""name"":""rect"",""x"":67,""y"":1282,""width"":53,""height"":23}","{""name"":""others""}",Item
